Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day_Sort,Month,Month_sort,Age_Group,Quantity_Category,Weekday_flag
740,05-02-2023,CUST740,Female,25,Beauty,4,50,200,Sunday,7,February,2,25–34,Bulk Purchase,Weekend
741,30-11-2023,CUST741,Male,48,Clothing,1,300,300,Thursday,4,November,11,45–54,Single Item,Weekday
742,21-01-2023,CUST742,Female,38,Electronics,4,500,2000,Saturday,6,January,1,35–44,Bulk Purchase,Weekend
743,16-01-2023,CUST743,Female,34,Beauty,4,500,2000,Monday,1,January,1,25–34,Bulk Purchase,Weekday
744,07-05-2023,CUST744,Male,40,Electronics,1,25,25,Sunday,7,May,5,35–44,Single Item,Weekend
745,13-04-2023,CUST745,Male,54,Beauty,2,50,100,Thursday,4,April,4,45–54,Few Items,Weekday
746,11-01-2023,CUST746,Female,33,Clothing,3,30,90,Wednesday,3,January,1,25–34,Few Items,Weekday
747,15-11-2023,CUST747,Male,23,Beauty,1,30,30,Wednesday,3,November,11,18–24,Single Item,Weekday
748,20-03-2023,CUST748,Male,25,Clothing,3,50,150,Monday,1,March,3,25–34,Few Items,Weekday
749,03-05-2023,CUST749,Male,42,Beauty,1,30,30,Wednesday,3,May,5,35–44,Single Item,Weekday
750,06-03-2023,CUST750,Female,35,Clothing,3,25,75,Monday,1,March,3,35–44,Few Items,Weekday
751,31-08-2023,CUST751,Female,42,Clothing,2,25,50,Thursday,4,August,8,35–44,Few Items,Weekday
752,09-12-2023,CUST752,Male,29,Clothing,2,50,100,Saturday,6,December,12,25–34,Few Items,Weekend
753,28-02-2023,CUST753,Female,32,Clothing,1,30,30,Tuesday,2,February,2,25–34,Single Item,Weekday
754,16-10-2023,CUST754,Female,43,Electronics,4,25,100,Monday,1,October,10,35–44,Bulk Purchase,Weekday
755,22-04-2023,CUST755,Female,58,Clothing,3,25,75,Saturday,6,April,4,55–64,Few Items,Weekend
756,27-08-2023,CUST756,Female,62,Electronics,4,300,1200,Sunday,7,August,8,55–64,Bulk Purchase,Weekend
757,25-12-2023,CUST757,Female,43,Electronics,4,300,1200,Monday,1,December,12,35–44,Bulk Purchase,Weekday
758,12-05-2023,CUST758,Male,64,Clothing,4,25,100,Friday,5,May,5,55–64,Bulk Purchase,Weekday
759,08-07-2023,CUST759,Male,49,Electronics,2,50,100,Saturday,6,July,7,45–54,Few Items,Weekend
760,27-03-2023,CUST760,Male,27,Beauty,1,500,500,Monday,1,March,3,25–34,Single Item,Weekday
761,07-11-2023,CUST761,Female,33,Clothing,1,500,500,Tuesday,2,November,11,25–34,Single Item,Weekday
762,07-11-2023,CUST762,Female,24,Electronics,2,25,50,Tuesday,2,November,11,18–24,Few Items,Weekday
763,28-02-2023,CUST763,Male,34,Clothing,2,25,50,Tuesday,2,February,2,25–34,Few Items,Weekday
764,25-03-2023,CUST764,Female,40,Clothing,1,25,25,Saturday,6,March,3,35–44,Single Item,Weekend
765,09-06-2023,CUST765,Male,43,Clothing,4,50,200,Friday,5,June,6,35–44,Bulk Purchase,Weekday
766,25-02-2023,CUST766,Male,38,Electronics,3,300,900,Saturday,6,February,2,35–44,Few Items,Weekend
767,24-10-2023,CUST767,Male,39,Beauty,3,25,75,Tuesday,2,October,10,35–44,Few Items,Weekday
768,14-01-2023,CUST768,Female,24,Beauty,3,25,75,Saturday,6,January,1,18–24,Few Items,Weekend
769,09-06-2023,CUST769,Female,31,Electronics,4,30,120,Friday,5,June,6,25–34,Bulk Purchase,Weekday
770,22-10-2023,CUST770,Male,32,Clothing,1,50,50,Sunday,7,October,10,25–34,Single Item,Weekend
771,13-12-2023,CUST771,Male,24,Electronics,2,25,50,Wednesday,3,December,12,18–24,Few Items,Weekday
772,12-07-2023,CUST772,Male,26,Electronics,1,30,30,Wednesday,3,July,7,25–34,Single Item,Weekday
773,23-07-2023,CUST773,Male,25,Electronics,4,500,2000,Sunday,7,July,7,25–34,Bulk Purchase,Weekend
774,12-04-2023,CUST774,Female,40,Clothing,2,25,50,Wednesday,3,April,4,35–44,Few Items,Weekday
775,08-02-2023,CUST775,Female,46,Electronics,4,25,100,Wednesday,3,February,2,45–54,Bulk Purchase,Weekday
776,31-10-2023,CUST776,Male,35,Clothing,3,30,90,Tuesday,2,October,10,35–44,Few Items,Weekday
777,20-12-2023,CUST777,Male,48,Electronics,3,50,150,Wednesday,3,December,12,45–54,Few Items,Weekday
778,18-11-2023,CUST778,Female,47,Beauty,4,25,100,Saturday,6,November,11,45–54,Bulk Purchase,Weekend
779,05-05-2023,CUST779,Female,56,Electronics,2,500,1000,Friday,5,May,5,55–64,Few Items,Weekday
780,22-02-2023,CUST780,Male,52,Electronics,2,25,50,Wednesday,3,February,2,45–54,Few Items,Weekday
781,23-12-2023,CUST781,Male,35,Beauty,1,500,500,Saturday,6,December,12,35–44,Single Item,Weekend
782,04-06-2023,CUST782,Male,59,Clothing,3,300,900,Sunday,7,June,6,55–64,Few Items,Weekend
783,17-12-2023,CUST783,Female,56,Clothing,1,300,300,Sunday,7,December,12,55–64,Single Item,Weekend
784,04-11-2023,CUST784,Female,34,Electronics,1,500,500,Saturday,6,November,11,25–34,Single Item,Weekend
785,03-03-2023,CUST785,Female,31,Beauty,4,50,200,Friday,5,March,3,25–34,Bulk Purchase,Weekday
786,17-10-2023,CUST786,Male,48,Clothing,4,25,100,Tuesday,2,October,10,45–54,Bulk Purchase,Weekday
787,22-01-2023,CUST787,Male,41,Electronics,1,25,25,Sunday,7,January,1,35–44,Single Item,Weekend
788,27-06-2023,CUST788,Female,52,Beauty,3,300,900,Tuesday,2,June,6,45–54,Few Items,Weekday
789,30-09-2023,CUST789,Female,61,Clothing,4,500,2000,Saturday,6,September,9,55–64,Bulk Purchase,Weekend
790,08-08-2023,CUST790,Male,62,Clothing,1,25,25,Tuesday,2,August,8,55–64,Single Item,Weekday
791,05-12-2023,CUST791,Female,51,Beauty,1,25,25,Tuesday,2,December,12,45–54,Single Item,Weekday
792,09-07-2023,CUST792,Female,20,Beauty,1,50,50,Sunday,7,July,7,18–24,Single Item,Weekend
793,05-02-2023,CUST793,Male,54,Beauty,1,30,30,Sunday,7,February,2,45–54,Single Item,Weekend
794,17-09-2023,CUST794,Female,60,Beauty,1,300,300,Sunday,7,September,9,55–64,Single Item,Weekend
795,28-11-2023,CUST795,Male,57,Electronics,1,300,300,Tuesday,2,November,11,55–64,Single Item,Weekday
796,24-06-2023,CUST796,Male,43,Beauty,4,30,120,Saturday,6,June,6,35–44,Bulk Purchase,Weekend
797,07-01-2023,CUST797,Male,40,Clothing,3,25,75,Saturday,6,January,1,35–44,Few Items,Weekend
798,04-08-2023,CUST798,Male,61,Clothing,1,50,50,Friday,5,August,8,55–64,Single Item,Weekday
799,08-09-2023,CUST799,Male,56,Electronics,2,50,100,Friday,5,September,9,55–64,Few Items,Weekday
800,24-02-2023,CUST800,Male,32,Clothing,4,300,1200,Friday,5,February,2,25–34,Bulk Purchase,Weekday
801,10-08-2023,CUST801,Male,21,Clothing,4,50,200,Thursday,4,August,8,18–24,Bulk Purchase,Weekday
802,05-07-2023,CUST802,Female,46,Beauty,1,30,30,Wednesday,3,July,7,45–54,Single Item,Weekday
803,22-11-2023,CUST803,Male,39,Clothing,4,25,100,Wednesday,3,November,11,35–44,Bulk Purchase,Weekday
804,24-08-2023,CUST804,Male,42,Electronics,1,30,30,Thursday,4,August,8,35–44,Single Item,Weekday
805,29-12-2023,CUST805,Female,30,Beauty,3,500,1500,Friday,5,December,12,25–34,Few Items,Weekday
806,20-03-2023,CUST806,Female,35,Beauty,3,300,900,Monday,1,March,3,35–44,Few Items,Weekday
807,11-08-2023,CUST807,Female,50,Electronics,4,50,200,Friday,5,August,8,45–54,Bulk Purchase,Weekday
808,01-04-2023,CUST808,Male,33,Beauty,4,500,2000,Saturday,6,April,4,25–34,Bulk Purchase,Weekend
809,25-09-2023,CUST809,Female,62,Beauty,2,50,100,Monday,1,September,9,55–64,Few Items,Weekday
810,30-11-2023,CUST810,Male,59,Electronics,4,25,100,Thursday,4,November,11,55–64,Bulk Purchase,Weekday
811,19-05-2023,CUST811,Male,61,Beauty,2,25,50,Friday,5,May,5,55–64,Few Items,Weekday
812,12-11-2023,CUST812,Male,19,Electronics,3,25,75,Sunday,7,November,11,18–24,Few Items,Weekend
813,03-10-2023,CUST813,Male,52,Electronics,3,50,150,Tuesday,2,October,10,45–54,Few Items,Weekday
814,05-09-2023,CUST814,Female,59,Clothing,1,500,500,Tuesday,2,September,9,55–64,Single Item,Weekday
815,27-08-2023,CUST815,Female,51,Clothing,3,25,75,Sunday,7,August,8,45–54,Few Items,Weekend
816,12-08-2023,CUST816,Male,47,Beauty,2,500,1000,Saturday,6,August,8,45–54,Few Items,Weekend
817,31-10-2023,CUST817,Male,30,Beauty,4,50,200,Tuesday,2,October,10,25–34,Bulk Purchase,Weekday
818,18-05-2023,CUST818,Male,30,Electronics,1,500,500,Thursday,4,May,5,25–34,Single Item,Weekday
819,15-06-2023,CUST819,Female,35,Beauty,2,50,100,Thursday,4,June,6,35–44,Few Items,Weekday
820,06-05-2023,CUST820,Male,49,Electronics,4,50,200,Saturday,6,May,5,45–54,Bulk Purchase,Weekend
821,14-02-2023,CUST821,Male,49,Electronics,1,300,300,Tuesday,2,February,2,45–54,Single Item,Weekday
822,23-05-2023,CUST822,Female,52,Beauty,3,50,150,Tuesday,2,May,5,45–54,Few Items,Weekday
823,19-08-2023,CUST823,Female,56,Electronics,2,50,100,Saturday,6,August,8,55–64,Few Items,Weekend
824,05-05-2023,CUST824,Male,63,Clothing,4,30,120,Friday,5,May,5,55–64,Bulk Purchase,Weekday
825,26-08-2023,CUST825,Female,46,Beauty,1,25,25,Saturday,6,August,8,45–54,Single Item,Weekend
826,19-10-2023,CUST826,Female,46,Clothing,1,300,300,Thursday,4,October,10,45–54,Single Item,Weekday
827,09-11-2023,CUST827,Male,61,Beauty,3,300,900,Thursday,4,November,11,55–64,Few Items,Weekday
828,09-12-2023,CUST828,Female,33,Electronics,4,300,1200,Saturday,6,December,12,25–34,Bulk Purchase,Weekend
829,14-07-2023,CUST829,Male,61,Beauty,3,30,90,Friday,5,July,7,55–64,Few Items,Weekday
830,22-06-2023,CUST830,Female,64,Clothing,3,50,150,Thursday,4,June,6,55–64,Few Items,Weekday
831,15-01-2023,CUST831,Male,27,Electronics,4,25,100,Sunday,7,January,1,25–34,Bulk Purchase,Weekend
832,11-09-2023,CUST832,Male,47,Beauty,4,500,2000,Monday,1,September,9,45–54,Bulk Purchase,Weekday
833,16-06-2023,CUST833,Male,42,Beauty,4,50,200,Friday,5,June,6,35–44,Bulk Purchase,Weekday
834,04-04-2023,CUST834,Female,56,Beauty,2,30,60,Tuesday,2,April,4,55–64,Few Items,Weekday
835,07-09-2023,CUST835,Male,37,Clothing,4,50,200,Thursday,4,September,9,35–44,Bulk Purchase,Weekday
836,19-04-2023,CUST836,Female,22,Clothing,1,50,50,Wednesday,3,April,4,18–24,Single Item,Weekday
837,01-07-2023,CUST837,Male,18,Beauty,3,30,90,Saturday,6,July,7,18–24,Few Items,Weekend
838,13-05-2023,CUST838,Male,47,Electronics,2,300,600,Saturday,6,May,5,45–54,Few Items,Weekend
839,24-06-2023,CUST839,Female,20,Electronics,4,300,1200,Saturday,6,June,6,18–24,Bulk Purchase,Weekend
840,24-05-2023,CUST840,Male,62,Clothing,2,25,50,Wednesday,3,May,5,55–64,Few Items,Weekday
841,02-11-2023,CUST841,Male,31,Electronics,4,25,100,Thursday,4,November,11,25–34,Bulk Purchase,Weekday
842,26-12-2023,CUST842,Female,47,Clothing,2,300,600,Tuesday,2,December,12,45–54,Few Items,Weekday
843,22-05-2023,CUST843,Male,21,Beauty,3,500,1500,Monday,1,May,5,18–24,Few Items,Weekday
844,12-10-2023,CUST844,Male,35,Clothing,3,50,150,Thursday,4,October,10,35–44,Few Items,Weekday
845,06-01-2023,CUST845,Male,54,Clothing,1,500,500,Friday,5,January,1,45–54,Single Item,Weekday
846,22-09-2023,CUST846,Male,42,Beauty,1,50,50,Friday,5,September,9,35–44,Single Item,Weekday
847,08-04-2023,CUST847,Female,18,Electronics,4,300,1200,Saturday,6,April,4,18–24,Bulk Purchase,Weekend
848,13-02-2023,CUST848,Female,63,Clothing,3,25,75,Monday,1,February,2,55–64,Few Items,Weekday
849,04-05-2023,CUST849,Male,32,Clothing,2,25,50,Thursday,4,May,5,25–34,Few Items,Weekday
850,28-07-2023,CUST850,Female,26,Beauty,2,500,1000,Friday,5,July,7,25–34,Few Items,Weekday
851,08-09-2023,CUST851,Male,32,Electronics,2,25,50,Friday,5,September,9,25–34,Few Items,Weekday
852,12-10-2023,CUST852,Female,41,Clothing,1,300,300,Thursday,4,October,10,35–44,Single Item,Weekday
853,04-05-2023,CUST853,Male,21,Beauty,2,500,1000,Thursday,4,May,5,18–24,Few Items,Weekday
854,20-12-2023,CUST854,Male,29,Clothing,1,50,50,Wednesday,3,December,12,25–34,Single Item,Weekday
855,01-09-2023,CUST855,Male,54,Beauty,1,25,25,Friday,5,September,9,45–54,Single Item,Weekday
856,27-11-2023,CUST856,Male,54,Electronics,4,30,120,Monday,1,November,11,45–54,Bulk Purchase,Weekday
857,31-12-2023,CUST857,Male,60,Electronics,2,25,50,Sunday,7,December,12,55–64,Few Items,Weekend
858,09-09-2023,CUST858,Male,23,Electronics,2,50,100,Saturday,6,September,9,18–24,Few Items,Weekend
859,18-08-2023,CUST859,Female,56,Electronics,3,500,1500,Friday,5,August,8,55–64,Few Items,Weekday
860,09-01-2023,CUST860,Male,63,Clothing,4,50,200,Monday,1,January,1,55–64,Bulk Purchase,Weekday
861,17-02-2023,CUST861,Female,41,Clothing,3,30,90,Friday,5,February,2,35–44,Few Items,Weekday
862,31-05-2023,CUST862,Male,28,Electronics,4,300,1200,Wednesday,3,May,5,25–34,Bulk Purchase,Weekday
863,24-04-2023,CUST863,Female,30,Electronics,2,25,50,Monday,1,April,4,25–34,Few Items,Weekday
864,27-07-2023,CUST864,Female,51,Electronics,1,500,500,Thursday,4,July,7,45–54,Single Item,Weekday
865,21-12-2023,CUST865,Female,42,Clothing,1,300,300,Thursday,4,December,12,35–44,Single Item,Weekday
866,05-05-2023,CUST866,Male,24,Electronics,1,50,50,Friday,5,May,5,18–24,Single Item,Weekday
867,06-06-2023,CUST867,Male,21,Electronics,1,500,500,Tuesday,2,June,6,18–24,Single Item,Weekday
868,06-12-2023,CUST868,Female,25,Electronics,1,300,300,Wednesday,3,December,12,25–34,Single Item,Weekday
869,25-10-2023,CUST869,Male,37,Beauty,3,500,1500,Wednesday,3,October,10,35–44,Few Items,Weekday
870,08-07-2023,CUST870,Female,46,Electronics,4,30,120,Saturday,6,July,7,45–54,Bulk Purchase,Weekend
871,31-08-2023,CUST871,Male,62,Beauty,2,30,60,Thursday,4,August,8,55–64,Few Items,Weekday
872,11-10-2023,CUST872,Female,63,Beauty,3,25,75,Wednesday,3,October,10,55–64,Few Items,Weekday
873,29-09-2023,CUST873,Female,27,Electronics,4,25,100,Friday,5,September,9,25–34,Bulk Purchase,Weekday
874,26-06-2023,CUST874,Male,60,Beauty,1,30,30,Monday,1,June,6,55–64,Single Item,Weekday
875,06-08-2023,CUST875,Female,51,Electronics,4,500,2000,Sunday,7,August,8,45–54,Bulk Purchase,Weekend
876,09-10-2023,CUST876,Male,43,Clothing,4,30,120,Monday,1,October,10,35–44,Bulk Purchase,Weekday
877,19-06-2023,CUST877,Female,58,Clothing,1,25,25,Monday,1,June,6,55–64,Single Item,Weekday
878,30-06-2023,CUST878,Female,20,Clothing,1,30,30,Friday,5,June,6,18–24,Single Item,Weekday
879,26-12-2023,CUST879,Male,23,Clothing,1,30,30,Tuesday,2,December,12,18–24,Single Item,Weekday
880,21-08-2023,CUST880,Male,22,Beauty,2,500,1000,Monday,1,August,8,18–24,Few Items,Weekday
881,19-05-2023,CUST881,Male,22,Electronics,1,300,300,Friday,5,May,5,18–24,Single Item,Weekday
882,06-06-2023,CUST882,Female,64,Electronics,2,25,50,Tuesday,2,June,6,55–64,Few Items,Weekday
883,09-05-2023,CUST883,Male,40,Electronics,1,500,500,Tuesday,2,May,5,35–44,Single Item,Weekday
884,29-04-2023,CUST884,Female,26,Clothing,2,30,60,Saturday,6,April,4,25–34,Few Items,Weekend
885,03-03-2023,CUST885,Female,52,Clothing,4,30,120,Friday,5,March,3,45–54,Bulk Purchase,Weekday
886,09-04-2023,CUST886,Male,37,Electronics,3,300,900,Sunday,7,April,4,35–44,Few Items,Weekend
887,11-06-2023,CUST887,Male,59,Clothing,4,25,100,Sunday,7,June,6,55–64,Bulk Purchase,Weekend
888,03-03-2023,CUST888,Female,52,Electronics,4,25,100,Friday,5,March,3,45–54,Bulk Purchase,Weekday
889,02-10-2023,CUST889,Female,35,Electronics,1,50,50,Monday,1,October,10,35–44,Single Item,Weekday
890,20-12-2023,CUST890,Male,34,Electronics,2,25,50,Wednesday,3,December,12,25–34,Few Items,Weekday
891,05-04-2023,CUST891,Male,41,Electronics,3,300,900,Wednesday,3,April,4,35–44,Few Items,Weekday
892,09-04-2023,CUST892,Male,20,Electronics,1,50,50,Sunday,7,April,4,18–24,Single Item,Weekend
893,21-04-2023,CUST893,Male,49,Electronics,1,50,50,Friday,5,April,4,45–54,Single Item,Weekday
894,05-09-2023,CUST894,Male,52,Electronics,1,30,30,Tuesday,2,September,9,45–54,Single Item,Weekday
895,22-05-2023,CUST895,Female,55,Clothing,4,30,120,Monday,1,May,5,55–64,Bulk Purchase,Weekday
896,29-10-2023,CUST896,Female,30,Electronics,2,25,50,Sunday,7,October,10,25–34,Few Items,Weekend
897,26-09-2023,CUST897,Female,64,Electronics,2,50,100,Tuesday,2,September,9,55–64,Few Items,Weekday
898,02-11-2023,CUST898,Female,42,Clothing,3,30,90,Thursday,4,November,11,35–44,Few Items,Weekday
899,25-05-2023,CUST899,Male,26,Clothing,2,300,600,Thursday,4,May,5,25–34,Few Items,Weekday
900,21-02-2023,CUST900,Male,21,Clothing,2,30,60,Tuesday,2,February,2,18–24,Few Items,Weekday
901,10-04-2023,CUST901,Male,31,Electronics,1,30,30,Monday,1,April,4,25–34,Single Item,Weekday
902,01-06-2023,CUST902,Female,54,Beauty,1,50,50,Thursday,4,June,6,45–54,Single Item,Weekday
903,27-04-2023,CUST903,Female,51,Beauty,4,50,200,Thursday,4,April,4,45–54,Bulk Purchase,Weekday
904,04-07-2023,CUST904,Male,28,Clothing,1,500,500,Tuesday,2,July,7,25–34,Single Item,Weekday
905,02-04-2023,CUST905,Male,58,Beauty,1,300,300,Sunday,7,April,4,55–64,Single Item,Weekend
906,04-06-2023,CUST906,Female,20,Clothing,1,50,50,Sunday,7,June,6,18–24,Single Item,Weekend
907,08-01-2023,CUST907,Female,45,Electronics,1,25,25,Sunday,7,January,1,45–54,Single Item,Weekend
908,29-12-2023,CUST908,Male,46,Beauty,4,300,1200,Friday,5,December,12,45–54,Bulk Purchase,Weekday
909,01-10-2023,CUST909,Male,26,Electronics,1,300,300,Sunday,7,October,10,25–34,Single Item,Weekend
910,06-03-2023,CUST910,Female,20,Beauty,3,50,150,Monday,1,March,3,18–24,Few Items,Weekday
911,21-05-2023,CUST911,Male,42,Electronics,3,300,900,Sunday,7,May,5,35–44,Few Items,Weekend
912,24-01-2023,CUST912,Male,51,Beauty,3,50,150,Tuesday,2,January,1,45–54,Few Items,Weekday
913,28-01-2023,CUST913,Male,29,Electronics,3,30,90,Saturday,6,January,1,25–34,Few Items,Weekend
914,11-10-2023,CUST914,Female,59,Electronics,1,500,500,Wednesday,3,October,10,55–64,Single Item,Weekday
915,30-05-2023,CUST915,Female,26,Beauty,3,30,90,Tuesday,2,May,5,25–34,Few Items,Weekday
916,24-12-2023,CUST916,Female,32,Electronics,1,50,50,Sunday,7,December,12,25–34,Single Item,Weekend
917,06-03-2023,CUST917,Female,57,Electronics,4,50,200,Monday,1,March,3,55–64,Bulk Purchase,Weekday
918,23-11-2023,CUST918,Female,42,Electronics,3,30,90,Thursday,4,November,11,35–44,Few Items,Weekday
919,09-09-2023,CUST919,Female,22,Beauty,2,25,50,Saturday,6,September,9,18–24,Few Items,Weekend
920,22-02-2023,CUST920,Female,28,Beauty,3,25,75,Wednesday,3,February,2,25–34,Few Items,Weekday
921,07-01-2023,CUST921,Male,51,Electronics,3,25,75,Saturday,6,January,1,45–54,Few Items,Weekend
922,21-10-2023,CUST922,Male,41,Electronics,1,50,50,Saturday,6,October,10,35–44,Single Item,Weekend
923,26-05-2023,CUST923,Male,32,Beauty,3,300,900,Friday,5,May,5,25–34,Few Items,Weekday
924,29-08-2023,CUST924,Male,55,Beauty,2,50,100,Tuesday,2,August,8,55–64,Few Items,Weekday
925,03-09-2023,CUST925,Male,25,Electronics,1,300,300,Sunday,7,September,9,25–34,Single Item,Weekend
926,14-08-2023,CUST926,Male,22,Electronics,1,30,30,Monday,1,August,8,18–24,Single Item,Weekday
927,24-06-2023,CUST927,Male,43,Electronics,4,500,2000,Saturday,6,June,6,35–44,Bulk Purchase,Weekend
928,05-04-2023,CUST928,Female,35,Clothing,4,300,1200,Wednesday,3,April,4,35–44,Bulk Purchase,Weekday
929,27-01-2023,CUST929,Female,23,Beauty,3,25,75,Friday,5,January,1,18–24,Few Items,Weekday
930,10-05-2023,CUST930,Male,54,Clothing,4,50,200,Wednesday,3,May,5,45–54,Bulk Purchase,Weekday
931,02-09-2023,CUST931,Male,30,Beauty,4,30,120,Saturday,6,September,9,25–34,Bulk Purchase,Weekend
932,28-02-2023,CUST932,Female,45,Beauty,4,25,100,Tuesday,2,February,2,45–54,Bulk Purchase,Weekday
933,03-02-2023,CUST933,Male,22,Beauty,1,30,30,Friday,5,February,2,18–24,Single Item,Weekday
934,25-07-2023,CUST934,Male,30,Beauty,1,500,500,Tuesday,2,July,7,25–34,Single Item,Weekday
935,09-09-2023,CUST935,Female,34,Beauty,1,50,50,Saturday,6,September,9,25–34,Single Item,Weekend
936,07-02-2023,CUST936,Male,57,Beauty,4,50,200,Tuesday,2,February,2,55–64,Bulk Purchase,Weekday
937,23-10-2023,CUST937,Female,62,Beauty,1,500,500,Monday,1,October,10,55–64,Single Item,Weekday
938,19-11-2023,CUST938,Male,49,Clothing,4,50,200,Sunday,7,November,11,45–54,Bulk Purchase,Weekend
939,18-12-2023,CUST939,Female,46,Electronics,1,300,300,Monday,1,December,12,45–54,Single Item,Weekday
940,28-01-2023,CUST940,Female,20,Electronics,1,30,30,Saturday,6,January,1,18–24,Single Item,Weekend
941,19-03-2023,CUST941,Female,57,Clothing,2,25,50,Sunday,7,March,3,55–64,Few Items,Weekend
942,18-03-2023,CUST942,Male,51,Clothing,3,500,1500,Saturday,6,March,3,45–54,Few Items,Weekend
943,16-10-2023,CUST943,Female,57,Clothing,4,300,1200,Monday,1,October,10,55–64,Bulk Purchase,Weekday
944,05-06-2023,CUST944,Male,44,Clothing,2,25,50,Monday,1,June,6,35–44,Few Items,Weekday
945,13-02-2023,CUST945,Male,30,Beauty,1,25,25,Monday,1,February,2,25–34,Single Item,Weekday
946,08-05-2023,CUST946,Male,62,Electronics,4,500,2000,Monday,1,May,5,55–64,Bulk Purchase,Weekday
947,02-03-2023,CUST947,Male,50,Beauty,1,300,300,Thursday,4,March,3,45–54,Single Item,Weekday
948,13-10-2023,CUST948,Female,23,Electronics,3,25,75,Friday,5,October,10,18–24,Few Items,Weekday
949,02-08-2023,CUST949,Female,41,Electronics,2,25,50,Wednesday,3,August,8,35–44,Few Items,Weekday
950,07-11-2023,CUST950,Male,36,Clothing,3,300,900,Tuesday,2,November,11,35–44,Few Items,Weekday
951,02-11-2023,CUST951,Male,33,Beauty,2,50,100,Thursday,4,November,11,25–34,Few Items,Weekday
952,13-11-2023,CUST952,Female,57,Clothing,1,25,25,Monday,1,November,11,55–64,Single Item,Weekday
953,26-04-2023,CUST953,Male,45,Beauty,3,30,90,Wednesday,3,April,4,45–54,Few Items,Weekday
954,25-09-2023,CUST954,Female,50,Electronics,3,300,900,Monday,1,September,9,45–54,Few Items,Weekday
955,14-07-2023,CUST955,Male,58,Clothing,1,25,25,Friday,5,July,7,55–64,Single Item,Weekday
956,19-08-2023,CUST956,Male,30,Clothing,3,500,1500,Saturday,6,August,8,25–34,Few Items,Weekend
957,15-08-2023,CUST957,Female,60,Electronics,4,30,120,Tuesday,2,August,8,55–64,Bulk Purchase,Weekday
958,02-06-2023,CUST958,Male,62,Electronics,2,25,50,Friday,5,June,6,55–64,Few Items,Weekday
959,29-10-2023,CUST959,Female,42,Electronics,2,30,60,Sunday,7,October,10,35–44,Few Items,Weekend
960,08-08-2023,CUST960,Male,59,Clothing,2,30,60,Tuesday,2,August,8,55–64,Few Items,Weekday
961,06-06-2023,CUST961,Male,53,Beauty,4,50,200,Tuesday,2,June,6,45–54,Bulk Purchase,Weekday
962,19-10-2023,CUST962,Male,44,Clothing,2,30,60,Thursday,4,October,10,35–44,Few Items,Weekday
963,14-11-2023,CUST963,Female,55,Beauty,1,50,50,Tuesday,2,November,11,55–64,Single Item,Weekday
964,31-01-2023,CUST964,Male,24,Clothing,3,300,900,Tuesday,2,January,1,18–24,Few Items,Weekday
965,09-11-2023,CUST965,Male,22,Clothing,4,50,200,Thursday,4,November,11,18–24,Bulk Purchase,Weekday
966,20-02-2023,CUST966,Male,60,Electronics,2,500,1000,Monday,1,February,2,55–64,Few Items,Weekday
967,17-04-2023,CUST967,Male,62,Beauty,1,25,25,Monday,1,April,4,55–64,Single Item,Weekday
968,17-11-2023,CUST968,Female,48,Clothing,3,300,900,Friday,5,November,11,45–54,Few Items,Weekday
969,19-04-2023,CUST969,Female,40,Clothing,3,300,900,Wednesday,3,April,4,35–44,Few Items,Weekday
970,16-05-2023,CUST970,Male,59,Electronics,4,500,2000,Tuesday,2,May,5,55–64,Bulk Purchase,Weekday
971,05-12-2023,CUST971,Female,27,Electronics,4,50,200,Tuesday,2,December,12,25–34,Bulk Purchase,Weekday
972,11-02-2023,CUST972,Male,49,Beauty,4,25,100,Saturday,6,February,2,45–54,Bulk Purchase,Weekend
973,22-03-2023,CUST973,Male,60,Clothing,1,50,50,Wednesday,3,March,3,55–64,Single Item,Weekday
974,03-05-2023,CUST974,Male,47,Beauty,1,30,30,Wednesday,3,May,5,45–54,Single Item,Weekday
975,30-03-2023,CUST975,Female,56,Clothing,4,50,200,Thursday,4,March,3,55–64,Bulk Purchase,Weekday
976,10-10-2023,CUST976,Female,48,Beauty,2,300,600,Tuesday,2,October,10,45–54,Few Items,Weekday
977,08-02-2023,CUST977,Female,35,Electronics,3,25,75,Wednesday,3,February,2,35–44,Few Items,Weekday
978,22-03-2023,CUST978,Female,53,Clothing,3,50,150,Wednesday,3,March,3,45–54,Few Items,Weekday
979,02-01-2023,CUST979,Female,19,Beauty,1,25,25,Monday,1,January,1,18–24,Single Item,Weekday
980,29-07-2023,CUST980,Female,31,Electronics,3,25,75,Saturday,6,July,7,25–34,Few Items,Weekend
981,19-08-2023,CUST981,Female,30,Electronics,2,30,60,Saturday,6,August,8,25–34,Few Items,Weekend
982,19-12-2023,CUST982,Female,46,Beauty,3,30,90,Tuesday,2,December,12,45–54,Few Items,Weekday
983,01-11-2023,CUST983,Female,29,Clothing,1,300,300,Wednesday,3,November,11,25–34,Single Item,Weekday
984,29-08-2023,CUST984,Male,56,Clothing,1,500,500,Tuesday,2,August,8,55–64,Single Item,Weekday
985,30-05-2023,CUST985,Female,19,Electronics,2,25,50,Tuesday,2,May,5,18–24,Few Items,Weekday
986,17-01-2023,CUST986,Female,49,Clothing,2,500,1000,Tuesday,2,January,1,45–54,Few Items,Weekday
